"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Virginia","United Kingdom","","7.1","Good","29 April 2014","","","","","","",
"Oender","Germany","","7.5","Good","25 April 2014","","","","","","",
"Maria","Greece","","9.6","Exceptional","23 April 2014","","","","","","",
"Krešimir","Croatia","","4.6","Disappointing","12 April 2014","","","","","","",
"Guðjón","Iceland","","10","Exceptional","10 April 2014","","","","","","",
"Yu","Germany","","7.5","Good","8 April 2014","","","","","","",
"Karen","United Kingdom","","9.2","Superb","3 April 2014","","","","","","",
"Alan","Ireland","","9.6","Exceptional","1 April 2014","","","","","","",
"Stefanie","Germany","","8.3","Very good","29 March 2014","","","","","","",
"Magda","United Arab Emirates","","6.7","Pleasant","12 March 2014","","","","","","",
"Adrian","Poland","","9.6","Exceptional","7 March 2014","","","","","","",
"Liviu","Switzerland","","7.1","Good","5 March 2014","","","","","","",
"John","United Kingdom","","10","Exceptional","1 March 2014","","","","","","",
"Liviu","Romania","","7.9","Good","27 February 2014","","","","","","",
"Ad","Netherlands","","7.1","Good","11 February 2014","","","","","","",
"Zsolt","Hungary","","9.6","Exceptional","24 January 2014","","","","","","",
"Irina","Kazakhstan","","7.9","Good","14 January 2014","","","","","","",
"Ekaterina","Russia","","9.6","Exceptional","14 January 2014","","","","","","",
"Chiara","U.S.A.","","9.2","Superb","2 January 2014","","","","","","",
"Jelena","Latvia","","9.2","Superb","30 December 2013","","","","","","",
"Ruslans","Latvia","","7.1","Good","27 December 2013","","","","","","",
"Asli","Turkey","","8.8","Fabulous","24 December 2013","","","","","","",
"Lennart","Sweden","","7.5","Good","10 December 2013","","","","","","",
"Laura","United Kingdom","","10","Exceptional","3 December 2013","","","","","","",
"Daniel","United Kingdom","","10","Exceptional","26 November 2013","","","","","","",
"Russell","United Kingdom","","10","Exceptional","12 November 2013","","","","","","",
"Asmundur","Iceland","","10","Exceptional","9 November 2013","","","","","","",
"Marcus","Germany","","10","Exceptional","20 August 2013","","","","","","",
"Camilla","Italy","","10","Exceptional","12 August 2013","","","","","","",
"Anonymous","Israel","","7.1","Good","21 July 2014","The location was pretty good. close to a main street and U-Bahn.
Breakfast had good selection.","I stayed here twice. the first time the bathroom did not have a door to separate it from the rest of the room (OK for 1 person, or a couple, but not for people just traveling together).
I asked for a double bed, and got two singles attached - not comfortable (in my first stay, I got a double bed)","","The location was pretty good. close to a main street and U-Bahn.
Breakfast had good selection.","I stayed here twice. the first time the bathroom did not have a door to separate it from the rest of the room (OK for 1 person, or a couple, but not for people just traveling together).
I asked for a double bed, and got two singles attached - not comfortable (in my first stay, I got a double bed)","",
"Anonymous","Israel","","6.7","Pleasant","21 October 2013","Perfect location, quite big and comfortable room that was quite cheap.","Stained carpet in the room. The room was cleaned every day, but the carpet anyway seemed to be full of dust and dirt - would recommend this hotel to people who suffer from allergies/asthma. Also, we've booked smoking room but it wasn't possible to have the window fully open, and the ventillation (a/c) didn't work - so it wasn't possible to smoke in the room. Terrible and expensive Wi-Fi - but seems it's a common problem in Berlin. On the reception, some staff members were quite arrogant and not helpful.","","Perfect location, quite big and comfortable room that was quite cheap.","Stained carpet in the room. The room was cleaned every day, but the carpet anyway seemed to be full of dust and dirt - would recommend this hotel to people who suffer from allergies/asthma. Also, we've booked smoking room but it wasn't possible to have the window fully open, and the ventillation (a/c) didn't work - so it wasn't possible to smoke in the room. Terrible and expensive Wi-Fi - but seems it's a common problem in Berlin. On the reception, some staff members were quite arrogant and not helpful.","",
"Anonymous","Israel","","6.7","Pleasant","15 October 2013","The hoel is clean
The staff is kind","If you book via Booking com, you have to pay extra money for using the internet.
The bathroom is tiny
There is no bar in the room","","The hoel is clean
The staff is kind","If you book via Booking com, you have to pay extra money for using the internet.
The bathroom is tiny
There is no bar in the room","",
"Anonymous","Austria","","10","Exceptional","2 October 2014","Elina is so nice person. We are really appreciate to her and wish all the best to stuff of this hotel!","","","Elina is so nice person. We are really appreciate to her and wish all the best to stuff of this hotel!","","",
"Anonymous","United Kingdom","","7.1","Good","30 September 2014","+Clean
+Close to train station
+Quiet","Shampoo box was empty
-Hated the double bed (doubled by combining two singles). Couldn't hug my hubby :(","","+Clean
+Close to train station
+Quiet","Shampoo box was empty
-Hated the double bed (doubled by combining two singles). Couldn't hug my hubby :(","",
"Anonymous","Spain","","7.5","Good","22 September 2014","","The wardrobe is really uncomfortable and too small.","","","The wardrobe is really uncomfortable and too small.","",
"Anonymous","United Kingdom","","10","Exceptional","13 August 2014","Great sized room, very clean and comfortable, lovely bathroom, great location","No wifi","","Great sized room, very clean and comfortable, lovely bathroom, great location","No wifi","",
"Anonymous","Czech Republic","","8.3","Very good","31 July 2014","Politeness of staff
Room
Good location","Free internet is *very* flaky
Exorbitant prices for paid internet
Some staff weren't very good at English","","Politeness of staff
Room
Good location","Free internet is *very* flaky
Exorbitant prices for paid internet
Some staff weren't very good at English","",
"Anonymous","Australia","","8.3","Very good","24 July 2014","Air conditioned clean room","No fridge in room and only shampoo for personal care, no shower gel available","","Air conditioned clean room","No fridge in room and only shampoo for personal care, no shower gel available","",
"Anonymous","Ireland","","10","Exceptional","18 July 2014","Breakfast was excellent","Toilet and shower area a little small","","Breakfast was excellent","Toilet and shower area a little small","",
"Anonymous","Germany","","7.1","Good","16 July 2014","","Ironing in the bathroom.","","","Ironing in the bathroom.","",
"Anonymous","United Kingdom","","10","Exceptional","6 July 2014","everything!","no wifi","","everything!","no wifi","",
"Anonymous","Finland","","8.8","Fabulous","6 July 2014","Very clean, very close to the metro station (15 min to the city center). Excellent albeit pricey breakfast (good alternatives in the immediate neighbourhood). Good value for the discounted price we got.","One member of the reception staff was unhelpful and bordering on rude.","","Very clean, very close to the metro station (15 min to the city center). Excellent albeit pricey breakfast (good alternatives in the immediate neighbourhood). Good value for the discounted price we got.","One member of the reception staff was unhelpful and bordering on rude.","",
"Anonymous","United Kingdom","","8.3","Very good","29 May 2014","Convenient for U2 Bismarckstrasse and Deutsche oper. Lots of shops nearby though it is not the most interesting part of Berlin for a visitor. Quiet","Lack of free Wifi","","Convenient for U2 Bismarckstrasse and Deutsche oper. Lots of shops nearby though it is not the most interesting part of Berlin for a visitor. Quiet","Lack of free Wifi","",
"Anonymous","Canada","","8.3","Very good","15 May 2014","The room was clean and tidy. Location was very close to a metro stop, which made the location more desirable than it would have been on first glance.","The kettle was dirty so we didn't want to use it. No wifi in the rooms. Few english channels on the tv. We were unable to change the temperature with the thermostat so some of the nights were quite cold.","","The room was clean and tidy. Location was very close to a metro stop, which made the location more desirable than it would have been on first glance.","The kettle was dirty so we didn't want to use it. No wifi in the rooms. Few english channels on the tv. We were unable to change the temperature with the thermostat so some of the nights were quite cold.","",
"Anonymous","Germany","","6.7","Pleasant","12 May 2014","The hotel and facilities were modern and nice","The staff was not very friendly, but then again its Berlin.","","The hotel and facilities were modern and nice","The staff was not very friendly, but then again its Berlin.","",
"Anonymous","Switzerland","","8.8","Fabulous","4 May 2014","Value for money","Staff","","Value for money","Staff","",
"Anonymous","United Kingdom","","9.6","Exceptional","3 May 2014","very very good. fantastic breakfast !","","","very very good. fantastic breakfast !","","",
"Anonymous","Sweden","","7.1","Good","1 May 2014","nice wide rooms
kind staff
location excellent  near tegel airport","facilities: wifi not free
breakfast not included 
limited channels only with german language","","nice wide rooms
kind staff
location excellent  near tegel airport","facilities: wifi not free
breakfast not included 
limited channels only with german language","",
"Anonymous","Germany","","5.8","Okay","27 April 2014","Breakfast and location.","This was the second time I stayed in this hotel. First time I was very satisfied, the room was very nice, modern, new and cozy, it was great value for the money. For this reason I chose the same hotel second time, and even payed in advance, with a full trust,  the package deal with breakfast  The second time was a disappointment. The room was much worse, the sink was blocked, the towels were falling apart, carpet had spots, sheets simply bad and cheap.The only really good thing was the breakfast, but had I known that the room will be so obviously worse compared to the first time, I would not have taken this deal. I felt tricked. I will never pay a hotel in advance again.","","Breakfast and location.","This was the second time I stayed in this hotel. First time I was very satisfied, the room was very nice, modern, new and cozy, it was great value for the money. For this reason I chose the same hotel second time, and even payed in advance, with a full trust,  the package deal with breakfast  The second time was a disappointment. The room was much worse, the sink was blocked, the towels were falling apart, carpet had spots, sheets simply bad and cheap.The only really good thing was the breakfast, but had I known that the room will be so obviously worse compared to the first time, I would not have taken this deal. I felt tricked. I will never pay a hotel in advance again.","",
"Anonymous","Norway","","9.6","Exceptional","21 April 2014","We got a lot for the price we payed. Nice interior, very good breakfast, Polite and helpfull staff.","No free wifi.","","We got a lot for the price we payed. Nice interior, very good breakfast, Polite and helpfull staff.","No free wifi.","",
"Anonymous","U.S.A.","","7.5","Good","18 April 2014","* 24-hr desk, more in-house services than other hotels in this range in the area
* Good wireless in the rooms
* Buffet breakfast was good - choice, layout, quality
* Decent location - short walk to major shopping streets, metro and other key transit points nearby
* Front desk persons spoke very good English
* Rooms good sized (compared to other European lower-cost hotels)","* Despite more services than most - still not full service hotel (in terms of room service, availability of ironing appliance for rooms)","","* 24-hr desk, more in-house services than other hotels in this range in the area
* Good wireless in the rooms
* Buffet breakfast was good - choice, layout, quality
* Decent location - short walk to major shopping streets, metro and other key transit points nearby
* Front desk persons spoke very good English
* Rooms good sized (compared to other European lower-cost hotels)","* Despite more services than most - still not full service hotel (in terms of room service, availability of ironing appliance for rooms)","",
"Anonymous","Germany","","10","Exceptional","15 April 2014","Very nice hotel, excellent location, very clean, everything OK.","nothing","","Very nice hotel, excellent location, very clean, everything OK.","nothing","",
"Anonymous","United Kingdom","","8.8","Fabulous","3 April 2014","Excellent value for money, really good room facilities, nice area.","Maybe a bit far from the city center. Still the tube is just right next to the hotel and the city center is just 5-7 stops ride on the tube.","","Excellent value for money, really good room facilities, nice area.","Maybe a bit far from the city center. Still the tube is just right next to the hotel and the city center is just 5-7 stops ride on the tube.","",
"Anonymous","Poland","","9.2","Superb","18 March 2014","design,personal,clean","parking , too expensive and small","","design,personal,clean","parking , too expensive and small","",
"Anonymous","Slovenia","","7.5","Good","14 March 2014","The rooms are nice and breakfast is simply amazing.","The wifi is not for free. It is actually pretty expensive - 11.90 eur per day or 5.90 eur per hour. And it's not even working properly!
3 (out of 5) receptionists I talked to were not very friendly. They seemed very stressed out and I doubt it was my fault :)","","The rooms are nice and breakfast is simply amazing.","The wifi is not for free. It is actually pretty expensive - 11.90 eur per day or 5.90 eur per hour. And it's not even working properly!
3 (out of 5) receptionists I talked to were not very friendly. They seemed very stressed out and I doubt it was my fault :)","",
"Anonymous","Spain","","7.5","Good","11 March 2014","Location, nice breakfast","short beds","","Location, nice breakfast","short beds","",
"Anonymous","United Kingdom","","7.9","Good","10 March 2014","everything was exactly as we wanted it to be","","","everything was exactly as we wanted it to be","","",
"Anonymous","Lithuania","","9.2","Superb","5 March 2014","Very polite staff, very good breakfast :) super!","Additional payment for an internet","","Very polite staff, very good breakfast :) super!","Additional payment for an internet","",
"Anonymous","Russia","","9.6","Exceptional","2 March 2014","Breakfasts -)","","","Breakfasts -)","","",
"Anonymous","Poland","","8.8","Fabulous","29 December 2013","Very friendly staff, great service. Great location next to the subway and opera.","We got 2 twin beds put next to each other. No free wifi (without signing up for the loyalty programme or a fee)","","Very friendly staff, great service. Great location next to the subway and opera.","We got 2 twin beds put next to each other. No free wifi (without signing up for the loyalty programme or a fee)","",
"Anonymous","Germany","","10","Exceptional","25 December 2013","Very friendly staff","","","Very friendly staff","","",
"Anonymous","Hong Kong","","8.3","Very good","16 December 2013","Good location, nice staff","","","Good location, nice staff","","",
"Anonymous","United Kingdom","","9.2","Superb","4 December 2013","We liked the friendly reception staff who spoke very good English. Room was clean & functional with free-of-charge safe for valuables. Within 100metres of U-bahn (lines U2 & U7) and near lots of shops.","Stairs from first & upper floors did not take you to reception. Instead they lead to outside. Lifts were relatively slow for the size of hotel.","","We liked the friendly reception staff who spoke very good English. Room was clean & functional with free-of-charge safe for valuables. Within 100metres of U-bahn (lines U2 & U7) and near lots of shops.","Stairs from first & upper floors did not take you to reception. Instead they lead to outside. Lifts were relatively slow for the size of hotel.","",
"Anonymous","Azerbaijan","","9.6","Exceptional","3 December 2013","Wonderful location, you have metro station, lots of caffes, coffee shops, big grocery store, outlet centre, big malls. And this all is only 2 to 10 minutes walk. Other central streets of the city are in about 3-4 metro stAtions away, which takes about 15 minutes. The hotel itself is very nice and cosy. They even have certain floors for smokers, so you can choose which option is more preferrable.","The only negative moment was terribly slow wifi speed in the room for terribly high price. Still they have free PC's in a lobby with normal speed.","","Wonderful location, you have metro station, lots of caffes, coffee shops, big grocery store, outlet centre, big malls. And this all is only 2 to 10 minutes walk. Other central streets of the city are in about 3-4 metro stAtions away, which takes about 15 minutes. The hotel itself is very nice and cosy. They even have certain floors for smokers, so you can choose which option is more preferrable.","The only negative moment was terribly slow wifi speed in the room for terribly high price. Still they have free PC's in a lobby with normal speed.","",
"Anonymous","New Zealand","","7.5","Good","20 November 2013","Comfortable room- good size and facilities.","Staff were abit mixed, wifi is super expensive!","","Comfortable room- good size and facilities.","Staff were abit mixed, wifi is super expensive!","",
"Anonymous","United Kingdom","Couple","8.8","Fabulous","11 November 2013","location,breakfast,great value for money","rooms need to be upgraded..marks on the walls,too soft beds","","location,breakfast,great value for money","rooms need to be upgraded..marks on the walls,too soft beds","",
"Anonymous","Czech Republic","Couple","9.2","Superb","6 November 2013","","Wifi was bit included.","","","Wifi was bit included.","",
"Anonymous","Hungary","Couple","8.8","Fabulous","1 November 2013","The location","The pillows","","The location","The pillows","",
"Anonymous","Russia","Couple","9.6","Exceptional","24 October 2013","good","","","good","","",
"Anonymous","Norway","Family","7.1","Good","19 October 2013","Nice rooms and close to a streetmarket. Good breakfast.","","","Nice rooms and close to a streetmarket. Good breakfast.","","",
"Anonymous","Serbia","Couple","9.2","Superb","12 October 2013","Nice hotel, great design, comfortable and clean. Location really good. some good food places around, U ban and S ban very close.","","","Nice hotel, great design, comfortable and clean. Location really good. some good food places around, U ban and S ban very close.","","",
"Anonymous","U.S.A.","Couple","9.6","Exceptional","21 September 2013","The rooms were clean, modern, & decorative.","The elevator was small & would get backed up at certain times. There was no way to take the stairs.","","The rooms were clean, modern, & decorative.","The elevator was small & would get backed up at certain times. There was no way to take the stairs.","",
"Anonymous","U.S.A.","Group of friends","7.5","Good","6 September 2013","great value for money and location. staff was good too.","beds were a bit narrow (small) the twin ones and I am not a big person either. too small for my taste but I did end up getting a decent night's sleep. only bad thing I can say is internet is a bit expensive. I believe as about 11 euros.","","great value for money and location. staff was good too.","beds were a bit narrow (small) the twin ones and I am not a big person either. too small for my taste but I did end up getting a decent night's sleep. only bad thing I can say is internet is a bit expensive. I believe as about 11 euros.","",
"Anonymous","Lithuania","Family","10","Exceptional","6 September 2013","Very good hotel, superior service, excellent breakfast and not expensive.","Parking in hotel teritory of car is expensive.","","Very good hotel, superior service, excellent breakfast and not expensive.","Parking in hotel teritory of car is expensive.","",
"Anonymous","United Kingdom","Group of friends","8.3","Very good","25 August 2013","Good value easy to travel around.","Not the best mattress but that might be the same in other German hotels","","Good value easy to travel around.","Not the best mattress but that might be the same in other German hotels","",
"Anonymous","United Kingdom","Group of friends","10","Exceptional","24 August 2013","Great hotel!! Lovely staff, relaxed environment, very comfortable beds and the breakfast spread was a total treat!","","","Great hotel!! Lovely staff, relaxed environment, very comfortable beds and the breakfast spread was a total treat!","","",
"Anonymous","Austria","Couple","8.8","Fabulous","15 August 2013","The price was excellent. Modern hotel, with the basics. Excellent front
desk staff. Lots of shops and restaurants nearby. Close to public
transit and the Tegel airport.","Charge for WiFi internet.4.90 Euros per hour or 11.90 Euros a day.
Shocking in the modern age. &Quot;Business Centre", 2 public
computers in the lobby. Not private and limited considering the number
of guests.","","The price was excellent. Modern hotel, with the basics. Excellent front
desk staff. Lots of shops and restaurants nearby. Close to public
transit and the Tegel airport.","Charge for WiFi internet.4.90 Euros per hour or 11.90 Euros a day.
Shocking in the modern age. &Quot;Business Centre", 2 public
computers in the lobby. Not private and limited considering the number
of guests.","",
"Anonymous","Israel","Couple","6.3","Pleasant","16 April 2014","","","","","","",
"Anonymous","Germany","Couple","9.6","Exceptional","30 September 2014","","","","","","",
"Anonymous","Serbia","Group of friends","10","Exceptional","29 September 2014","","","","","","",
"Anonymous","Kuwait","Group of friends","6.7","Pleasant","13 September 2014","","","","","","",
"Anonymous","Russia","Couple","8.8","Fabulous","3 September 2014","","","","","","",
"Anonymous","Estonia","Family","8.3","Very good","31 August 2014","","","","","","",
"Anonymous","Romania","Couple","8.8","Fabulous","18 August 2014","","","","","","",
"Anonymous","United Kingdom","Family","7.1","Good","5 August 2014","","","","","","",
"Anonymous","Germany","Couple","8.8","Fabulous","27 July 2014","","","","","","",
"Anonymous","United Kingdom","Family","6.7","Pleasant","24 July 2014","","","","","","",
"Anonymous","Portugal","Couple","8.8","Fabulous","23 July 2014","","","","","","",
"Anonymous","Guinea","Solo traveller","10","Exceptional","12 July 2014","","","","","","",
"Anonymous","Iceland","Family","7.1","Good","17 June 2014","","","","","","",
"Anonymous","Australia","Couple","9.2","Superb","16 June 2014","","","","","","",
"Anonymous","Russia","Solo traveller","9.6","Exceptional","4 June 2014","","","","","","",
"Anonymous","Germany","Group of friends","9.6","Exceptional","11 May 2014","","","","","","",
"Anonymous","Poland","Family","7.5","Good","7 May 2014","","","","","","",
"Anonymous","Iceland","Couple","7.1","Good","7 May 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.9","Good","27 April 2014","","","","","","",
"Anonymous","U.S.A.","Couple","9.6","Exceptional","8 April 2014","","","","","","",
"Anonymous","United Kingdom","Solo traveller","7.5","Good","7 April 2014","","","","","","",
"Anonymous","Slovakia","Couple","8.8","Fabulous","25 March 2014","","","","","","",
"Anonymous","Croatia","Couple","10","Exceptional","12 December 2013","","","","","","",
"Anonymous","Hungary","Solo traveller","8.8","Fabulous","26 November 2013","","","","","","",
"Anonymous","Italy","Couple","8.3","Very good","15 November 2013","","","","","","",
"Anonymous","United Kingdom","Group of friends","7.5","Good","14 November 2013","","","","","","",
"Anonymous","Slovakia","Couple","7.9","Good","29 October 2013","","","","","","",
"Anonymous","U.S.A.","Group of friends","9.6","Exceptional","10 October 2013","","","","","","",
"Osnat","Israel","Couple","9.2","שבוע בברלין","20 September 2014","Pleasant hotel, rich breakfast, staff helped with everything we asked (including the preparation of breakfast to our night flight). Subway has about 50 meters from the hotel - very convenient. Full value Llachsfino.","West Berlin hotel as most of the sites are in East tour.","","המלון נעים, ארוחת הבוקר עשירה, הצוות סייע בכל מה שביקשנו (כולל הכנת ארוחת בוקר לקחת לטיסת הלילה שלנו). יש רכבת תחתית כ 50 מטר מהמלון - מאוד נוח. תמורה מלאה לכספינו.","המלון במערב ברלין כשרוב האתרים לסיורים נמצאים במזרח.","",
"Rachel","Israel","Couple","10","מלון מעולה לישראלים!!!","7 August 2014","Proximity to public transport just a hundred yards excellent advantage. Outside the hotel there is a pedestrian mall full equal and inexpensive shops, cafes and restaurants.
Closer to the street line and the fun cool blood.
Israeli TV Channel ... worth for those who want to hear Hebrew and catch up.
Smoking advantage for those who Shmasn..dber not common in Europe.
Bicycles can be rented from the hotel and make wonderful hiking area Charlottenburg Palace.High level of service ..
Internet is available in two computers in the lobby.
Beautifully clean hotel
Proceeds really worth the price!
Does not look three-star hotel, but much more.
There is no doubt go back to the hotel when I'm in Berlin again.
Highly recommended !!!","No free internet hotel areas
And there is no mini bar in the rooms.","","הקרבה לתחבורה ציבורית ממש במרחק של מאה מטר יתרון מעולה. מחוץ למלון יש מדרחוב עם מלא חנויות שוות ולא יקרות, בתי קפה ומסעדות.
קירבה לרחוב קו דם המגניב והכיפי.
ערוץ ישראלי בטלוויזיה...שווה למי שרוצה לשמוע עברית ולהתעדכן.
חדרים למעשנים יתרון למי שמעשן..דבר שלא נפוץ באירופה.
אפשרות לשכור אופניים מהמלון ולעשות טיולים מקסימים לאיזור ארמון שרלוטנבורג.
רמת שירות גבוהה..
אינטרנט זמין בשני מחשבים בלובי.
מלון נקי להפליא 
תמורה שווה מאד למחיר! 
לא נראה מלון שלוש  כוכבים אלא הרבה יותר.
אין ספק שאחזור למלון  כשאהיה שוב בברלין.
מומלץ בחום!!!","שאין אינטרנט חינם בשטחי המלון
ואין מיני בר בחדרים.","",
"Sara","Israel","Couple","9.2","Superb","3 August 2014","Location Nadr- at the coffee shop, supermarket, falafel and pedestrian shopping.
Spacious, luxurious, well-equipped","No free internet in rooms","","מיקום נהדר- ליד בית קפה, סופרמרקט, פלאפל ומדרחוב הקניות.
חדר מרווח, מפנק, מאובזר","אין אינטרנט חופשי בחדרים","",
"Yizhak","Israel","Group of friends","9.6","Exceptional","21 July 2014","We loved the comfortable room, the comfortable beds, the air conditioning, the best beef meals, the staff courteous and helping each and the location of the hotel very comfortable and all this at an affordable price, of course we loved. In short, we recommend all our friends to stay in this hotel and we will do so next time.","","","אהבנו את החדר הנוח, את המיטות הנוחות, את מיזוג האויר, את ארוחות הבקר הטובות, את הצוות האדיב והמסייע בכל וכן את המיקום המאד נוח של המלון וכל זה במחיר נוח שכמובן גם אהבנו.   בקיצור אנחנו ממליצים לכל חברינו לשהות במלון הזה וגם אנו נעשה כך בפעם הבאה.","","",
"Ziv","Israel","Couple","10","Exceptional","17 July 2014","Excellent breakfast, large rooms and very Nkiim.krovh subway station, two stops from the center of West Berlin.
One train to the airport (no need to change trains) .tloizih Cool completely (there is an Israeli channel).","3 elevators are slow. No internet in the rooms and the price is very high internet connection.
THERE IS NO WIFI","","ארוחת בוקר מעולה, חדרים גדולים ונקיים.קרובה מאד לתחנת הרכבת התחתית, 2 תחנות ממרכז ברלין המערבית.
רכבת אחת לשדה תעופה(אין צורך להחליף רכבות).טלויזיה סבבה לגמרי(יש ערוץ ישראלי).","3 מעליות איטיות. אין אינטרנט בחדרים ומחיר גבוה מאד לחיבור אינטרנטי.
THERE IS NO WIFI","",
"Yosef","Israel","Couple","9.5","Exceptional","10 July 2014","Location","There is no 'internet room","","המיקום","אין בחדר אינטרנת","",
"Raanan","Israel","Group of friends","5.8","Okay","9 July 2014","Close to the subway, there are restaurants nearby and a nice pedestrian street.","We did not like that charge for internet in the lobby. (Publics spaces). Last time we were there, there was a charge, and we ran into the hotel charges for internet in the public domain. Only in this hotel.","","קרוב לרכבת התחתית , יש מסעדות בסביבה ומדרחוב נחמד.","לא אהבנו שגובים כסף על אינטרנט בלובי. ( במרחבים הציבורים). בפעם הקודמת שהיינו שם, לא גבו כסף, ולא נתקלנו במלון שגובה על אינטרנט במרחב הציבורי. רק המלון הזה.","",
"הניה","Israel","Couple","10","Exceptional","28 June 2014","Location of the hotel was great and the staff there have no words to express ratio pleasures and warm from the hotel staff at the entrance are great and yet was one of the outstanding and Mrs. Mary really did for us above and beyond and that she will be blessed if possible tell her a big thank you it is v be the Dr. that she really cared for us from the beginning of the stay until we left, that is what -19.6 up to 26.6 I'm really asking you email to receive our special thanks and love to Mrs.MARIE is just lovely and we wish to convey to all the love in the world, we will get back to Leonardo Berlin and we were at other hotels in Berlin, and there's nothing like Leonardo Hotel Berlin only please breakfast we had happen since we do not work then we found 11 Euro buffet breakfast for 2 guests and a great weather and cool in the morning we walked 20 minutes to the restaurant and it was fun.Waiting to know our whole thing really came to Mrs. Mary = the way to go this way and of course have been pleasant and nice welcome = Haniya","","","המיקום של המלון היה נהדר והצוות שם אין לי מילים להביע את היחס הנאות והחם מכל עובדי המלון בכניסה כולם נהדרים ובכל זאת היתה אחת יוצאת מן הכלל והיא: הגב' מארי שממש עשתה למעננו מעל ומעבר ועל כך היא תבורך אם אפשרי להגיד לה תודה גדולה הרי זה יהיה נ ה ד ר כי היא ממש דאגה לנו מראשית השהייה עד שעזבנו דהיינו מה-19.6 עד ל-26.6 אני ממש מבקשת לקבל מכם מייל שהתודה המיוחדת שלנו ואהבתנו לגב' MARIE היא פשוט מקסימה ואנו מבקשים להעביר אליה את כל האהבה שבעולם אנו נחזור לליאונרדו בברלין ואנו היינו במלונות אחרים בברלין ואין כמו ליאונרדו הוטל ברלין רק אנא ארוחת הבוקר היתה לנו יקרה היות ואנו כבר לא עובדים אז מצאנו ב-11 אירו ארוחת בוקר בופה ל-2 אורחים וכך במזג אויר נהדר וקריר צעדנו כל בוקר כ-20 דקות למסעדה והיה כייף.
מחכה לדעת שהמייל שלנו אכן הגיע לגב' מארי = כל הכבוד ככה צריך וכמובן היה נעים ונחמד בברכה=הניה","","",
"Sahar","Israel","Group of friends","9.6","Exceptional","3 June 2014","Pleasant and courteous staff excellent location","","","צוות נעים ואדיב מיקום מצויין","","",
"שמואל","Israel","Couple","2.5","Very poor","18 May 2014","","Since I had an accident I tried every way with a variety of options to delay my arrival to the hotel
Hotel representatives and the response was not greater
In other words there is no way the rejections
I therefore hereby proclaim Service
Disgusting","","","מאחר וקרתה לי תאונה ניסיתי בכל דרך ועם מגוון אפשרויות לדחות את בואי למלון
ותשובת נציגי המלון היתה לא רבתי 
במילים אחרות אין מצב לדחיה
ועל כן אני מכריז בזאת על שרות 
גועל נפש","",
"Itzik","Israel","Couple","10","Exceptional","13 May 2014","Excellent location near U station, luxurious breakfast, spacious, clean, charming and courteous staff","","","מיקום מצויין ליד תחנת U,ארוחת בוקר מפנקת,חדרים מרווחים ונקיים,צוות מקסים ואדיב","","",
"Yigal","Israel","Couple","8.3","Very good","11 May 2014","Location
Service
Breakfast","Leaving little room Dosh straight to incapacitating reasonable arrangement.
Makes no sense to go out straight from the shower room.
Internet is very expensive. All the hotels provide free internet in the room and the lobby. There is no reason to charge 13 euros for two hours uninterrupted browsing.","","המיקום
שירות
ארוחת  בוקר","החדר קטן  היציאה מהדוש ישר לחדר    סידור בילתי  סביר.
לא הגיוני שיוצאים מהמקלחת  ישר לחדר .
האינטרנט יקר מאוד. בכל המלונות נותנים אינטרנט חינם  בחדר ובלובי. אין סיבה לגבות 13 יורו לשעתיים גלישה רצופה.","",
"Kineret","Israel","Couple","7.9","Good","7 May 2014","Clean, great staff","Far from the center, about a half hour minimum central places","","נקי, צוות נהדר","רחוק מהמרכז, כחצי שעה מינימום למקומות מרכזיים","",
"Mordechi","Israel","Couple","10","Exceptional","1 May 2014","Very close to most major metro u2 and u7 and a huge shopping center.","","","קרוב מאוד למטרו הכי מרכזי u2 ו u7 ולמרכז קניות ענק.","","",
"Abitbul","Israel","Couple","6.3","Pleasant","23 April 2014","Location was OK
Breakfast was very good","Showers and toilets requiring improvement
Internet fee is infuriating, it was noticed that I was not invited this hotel","","מיקום היה בסדר 
ארוחת בוקר היתה טובה מאוד","מקלחות ושירותים טעוני שיפור
אינטרנט בתשלום הוא מכעיס, לו הייתי שם לב לזה לא הייתי מזמין במלון זה","",
"Haim","Israel","Couple","10","Exceptional","27 March 2014","A great experience excellent location three stars worth full value for the price","Only the price of the most expensive breakfast","","חוויה נהדרת מיקום מצוין שלושה כוכבים שווים ביותר תמורה מלאה בעד המחיר","רק שמחיר ארוחת הבוקר יקרה ביותר","",
"Yossi","Israel","Group of friends","9.2","Superb","21 February 2014","","The wifi was closed should be open","","","ה wifi היה סגור צריך להיות פתוח","",
"Yaacov","Israel","Group of friends","8.8","Fabulous","11 February 2014","","Uncomfortable beds.
Price high Internet use","","","מיטות לא נוחות.
מחיר גבוה לשימוש באינטרנט","",
"אריאל","Israel","Group of friends","8.8","Fabulous","9 February 2014","I liked the location, and order at","I chose to stay with you because I understood that the WFI free.
I did not like that you do not really provide WFI free, as is the case in some European hotels and all hotels in the USA & quot; b.","","אהבתי את המיקום, והסדר במלון","בחרתי לשהות אצלכם מפני שהבנתי שה-WFI חופשי.
מאד לא אהבתי שאינכם מספקים WFI חופשי, כפי שנהוג בחלק מהמלונות באירופה ובכל המלונות בארה"ב.","",
