"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Czech Republic","Couple","9.6","Exceptional","9 September 2014","Very close to Alexanderplatz - 10 minutes walking. Room nice and clean.","In case you like to sleep with open window and you have the room in direction to the main streat, than you will hear noise from the street. With closed windows there is silence:-)","","Very close to Alexanderplatz - 10 minutes walking. Room nice and clean.","In case you like to sleep with open window and you have the room in direction to the main streat, than you will hear noise from the street. With closed windows there is silence:-)","",
"Anonymous","Netherlands","Couple","10","Perfect stay","5 September 2014","* Service
* Possibility to print tickets
* The location
* The rooms where clean
* Free safe","","","* Service
* Possibility to print tickets
* The location
* The rooms where clean
* Free safe","","",
"Anonymous","Sweden","Couple","9.2","Great place!","2 September 2014","We're very happy with our stay at the hotel. The staff was very friendly and the desk where you could buy metro pass was very practical. The location was excellent! The only thing really was that we woke up every morning at 8 because of the church bells ringing outside of the window :-).","","","We're very happy with our stay at the hotel. The staff was very friendly and the desk where you could buy metro pass was very practical. The location was excellent! The only thing really was that we woke up every morning at 8 because of the church bells ringing outside of the window :-).","","",
"Anonymous","Germany","Couple","7.1","Satisfying","31 August 2014","Good nice hotel","Staff could be a little more polite.","","Good nice hotel","Staff could be a little more polite.","",
"Anonymous","United Kingdom","Couple","7.9","A decent stay in Berlin","13 August 2014","The location was decent however was still a 10 minutes walk to Alexanderplatz There is a tram stop just in a minute walk that can take you there within minutes. 
We got upgraded to the superior suite and the room was very lovely, everything was modern and good space. 
The hotel staff was very lovely and the concierge service was great and helpful.","We stayed there for 3 nights. First night we came home late therefore we put up the 'no disturb sign'. The other 2 nights we didn't and we kept getting the cleaner coming in. 
One morning they tried to come in at 8am, 8.30 and then 9am. Waking us up every single time. 
The church close by is a bit annoying with the bells ringing in the morning.","","The location was decent however was still a 10 minutes walk to Alexanderplatz There is a tram stop just in a minute walk that can take you there within minutes. 
We got upgraded to the superior suite and the room was very lovely, everything was modern and good space. 
The hotel staff was very lovely and the concierge service was great and helpful.","We stayed there for 3 nights. First night we came home late therefore we put up the 'no disturb sign'. The other 2 nights we didn't and we kept getting the cleaner coming in. 
One morning they tried to come in at 8am, 8.30 and then 9am. Waking us up every single time. 
The church close by is a bit annoying with the bells ringing in the morning.","",
"Anonymous","Australia","Couple","5.4","Passable","26 July 2014","The room was nice and the concierge staff member was helpful. However I would not recommend this hotel to my friends.","1. Reception staff not very helpful especially on arrival to check in at your hotel. We asked for assistance to a nearby restaurant and we were told that harkesher markt was a short walk away and it was more than 20 minutes. The best part of your location was the cafe around the corner that had great food, great staff and free and very speedy wifi which improved our stay. 
2. Pillows were too soft and very uncomfortable
3. The lack of free wifi was very disappointing and surprising for a hotel of this size and reputation. We have been traveling all around Europe on lower priced hotels and have had wifi included in the price. 
4. Computers in the share-room were extremely slow and not enough available which meant we had to wait long periods of time to use them for simple searches that didn't require is to pay the over-priced fees you have advertised 
5. The location was not ideal for first time visitors to Berlin.
6. Most disappointing was the air conditioning in the room. After complaining a maintenance person changed the filter because it was filthy with dust. I have taken a photo if you would like to see what we had to experience. 
7. Breakfast not included in the rate would have been great as this has been standard in my hotels in many countries around Europe for much less than than what we paid at your hotel. 
8. The gym did my have a very good range of equipment and weights.
9. The room had a terrible smell that made my stay in the room very unpleasant.","","The room was nice and the concierge staff member was helpful. However I would not recommend this hotel to my friends.","1. Reception staff not very helpful especially on arrival to check in at your hotel. We asked for assistance to a nearby restaurant and we were told that harkesher markt was a short walk away and it was more than 20 minutes. The best part of your location was the cafe around the corner that had great food, great staff and free and very speedy wifi which improved our stay. 
2. Pillows were too soft and very uncomfortable
3. The lack of free wifi was very disappointing and surprising for a hotel of this size and reputation. We have been traveling all around Europe on lower priced hotels and have had wifi included in the price. 
4. Computers in the share-room were extremely slow and not enough available which meant we had to wait long periods of time to use them for simple searches that didn't require is to pay the over-priced fees you have advertised 
5. The location was not ideal for first time visitors to Berlin.
6. Most disappointing was the air conditioning in the room. After complaining a maintenance person changed the filter because it was filthy with dust. I have taken a photo if you would like to see what we had to experience. 
7. Breakfast not included in the rate would have been great as this has been standard in my hotels in many countries around Europe for much less than than what we paid at your hotel. 
8. The gym did my have a very good range of equipment and weights.
9. The room had a terrible smell that made my stay in the room very unpleasant.","",
"Anonymous","United Kingdom","Couple","7.5","Nice Place but a little remote","20 July 2014","The room was lovely. Hotel staff very helpful and patient (receptionist handled my ratty tired girlfriend very very well)","Breakfast was plentyfull. Nice range of choice. But I felt the quality of the food was low.
WiFi was free for 1 day only if you register your details. While the signal was good in the room, charging for WiFi seems like a crime to me.
Location: seemed like a long hard walk from any major life of Berlin and a church next door kicked off early in the morning with its bells....saves setting an alarm ;-)","","The room was lovely. Hotel staff very helpful and patient (receptionist handled my ratty tired girlfriend very very well)","Breakfast was plentyfull. Nice range of choice. But I felt the quality of the food was low.
WiFi was free for 1 day only if you register your details. While the signal was good in the room, charging for WiFi seems like a crime to me.
Location: seemed like a long hard walk from any major life of Berlin and a church next door kicked off early in the morning with its bells....saves setting an alarm ;-)","",
"Anonymous","United Kingdom","Solo traveller","10","Exceptional","13 July 2014","Exceptionally helpful, friendly front of house staff. Sorted  out issue re noisy room professionally and quickly.","Internet access a bit difficult to maintain","","Exceptionally helpful, friendly front of house staff. Sorted  out issue re noisy room professionally and quickly.","Internet access a bit difficult to maintain","",
"Anonymous","Germany","Couple","9.6","Exceptional","24 June 2014","very friendly and helpfull staff , excellent rooms !","","","very friendly and helpfull staff , excellent rooms !","","",
"Anonymous","Netherlands","Family","8.8","Fabulous","12 June 2014","They offered us a bigger room for more space for the babycot","","","They offered us a bigger room for more space for the babycot","","",
"Anonymous","Belgium","Couple","7.5","Good","10 June 2014","Clean 
Possibility to rent bikes
Soundproof room","No free wifi !
Not animated neighbourhood","","Clean 
Possibility to rent bikes
Soundproof room","No free wifi !
Not animated neighbourhood","",
"Anonymous","Abkhazia, Georgia","Couple","6.7","Pleasant","11 May 2014","Nice room; public transport connection in front of hotel; very friendly and efficient staff.","Wifi not included in price; very expensive breakfast; housekeeping came in to clean the room quite early.","","Nice room; public transport connection in front of hotel; very friendly and efficient staff.","Wifi not included in price; very expensive breakfast; housekeeping came in to clean the room quite early.","",
"Anonymous","Netherlands","Solo traveller","7.5","Good","8 May 2014","Close to Prenzlauer Berg, one of the best neighborhoods in town.
Nice breakfast
Quiet hotel
Large rooms","Huge hotel
Too many rooms
rooms were too warm
15 minutes to Alexander Platz station","","Close to Prenzlauer Berg, one of the best neighborhoods in town.
Nice breakfast
Quiet hotel
Large rooms","Huge hotel
Too many rooms
rooms were too warm
15 minutes to Alexander Platz station","",
"Anonymous","Denmark","Group of friends","6.7","Pleasant","5 May 2014","Food and drink was ok.","No rooms with connecting doors or right beside each other as requested in the booking - not good enough when you book the hotel 4 months in advance. Rooms were located on two different floors. 4 star hotel should have free wifi.","","Food and drink was ok.","No rooms with connecting doors or right beside each other as requested in the booking - not good enough when you book the hotel 4 months in advance. Rooms were located on two different floors. 4 star hotel should have free wifi.","",
"Anonymous","United Kingdom","Couple","7.1","Good","26 April 2014","Location - easy to walk to most major sites","The shower and toilet being so close to the bed. Minor detail though.","","Location - easy to walk to most major sites","The shower and toilet being so close to the bed. Minor detail though.","",
"Anonymous","United Kingdom","Solo traveller","10","Exceptional","18 April 2014","The reception staff were particularly helpful.","","","The reception staff were particularly helpful.","","",
"Anonymous","Italy","Couple","8.8","Fabulous","9 April 2014","The room was very nice and big! The hotel position is very good.","The wifi and the breakfast are too expensive. Especially the wifi for a 4 stars hotel should be for free.","","The room was very nice and big! The hotel position is very good.","The wifi and the breakfast are too expensive. Especially the wifi for a 4 stars hotel should be for free.","",
"Anonymous","Spain","Solo traveller","7.5","Good","15 March 2014","Clean hotel, nice and comfortable room. Friendly staff.","No room service was available, and being the ITB in Berlin and I was arriving nearly midnight was disappointing to not have any option to have a meal. Minibar service in the room is no longer available, you need to buy your drinks in a vending machine in the corridor and put in into the empty minibar fridge. Wifi, more than 5 € per one hour of use could be easily called as a steal.","","Clean hotel, nice and comfortable room. Friendly staff.","No room service was available, and being the ITB in Berlin and I was arriving nearly midnight was disappointing to not have any option to have a meal. Minibar service in the room is no longer available, you need to buy your drinks in a vending machine in the corridor and put in into the empty minibar fridge. Wifi, more than 5 € per one hour of use could be easily called as a steal.","",
"Anonymous","United Kingdom","Couple","9.6","Exceptional","1 March 2014","Concierge was very helpful with info on the public transport, tickets, etc. Lovely lady too!
Comfortable room
Excellent breakfast was included in our price
All staff were polite and helpful","Seemed quite far from everything at the beginning but once we had sussed the trams and buses it was fine.
Wifi was expensive - used our mobile phone instead","","Concierge was very helpful with info on the public transport, tickets, etc. Lovely lady too!
Comfortable room
Excellent breakfast was included in our price
All staff were polite and helpful","Seemed quite far from everything at the beginning but once we had sussed the trams and buses it was fine.
Wifi was expensive - used our mobile phone instead","",
"Anonymous","United Kingdom","Couple","8.3","Very good","20 February 2014","Lovely big bed. 
Easy to locate.","None of the front desk staff were very cheerful.
The room faced the main road and there was some noise.
There was a conference and it was impossible to get to the bar. We gave up waiting","","Lovely big bed. 
Easy to locate.","None of the front desk staff were very cheerful.
The room faced the main road and there was some noise.
There was a conference and it was impossible to get to the bar. We gave up waiting","",
"Anonymous","Ireland","Couple","7.5","Good","1 January 2014","The concierge was incredibly helpful and accommodating, I think her name was Stephanie.","It was a bit further out than we anticipated and the bar food was only ok and quite overpriced.","","The concierge was incredibly helpful and accommodating, I think her name was Stephanie.","It was a bit further out than we anticipated and the bar food was only ok and quite overpriced.","",
"Anonymous","United Kingdom","Couple","8.8","Fabulous","20 December 2013","Lovely clean hotel with helpful staff. We got a free upgrade too to a deluxe room which was amazing! The cocktail happy hour is also great!","No free wifi. It's really expensive if you want it- 6 euros an hour! 
We booked a double room but were given two single beds pushed together which was slightly annoying.","","Lovely clean hotel with helpful staff. We got a free upgrade too to a deluxe room which was amazing! The cocktail happy hour is also great!","No free wifi. It's really expensive if you want it- 6 euros an hour! 
We booked a double room but were given two single beds pushed together which was slightly annoying.","",
"Anonymous","United Kingdom","Family","9.6","Exceptional","17 November 2013","Breakfasts were excellent","","","Breakfasts were excellent","","",
"Anonymous","United Kingdom","Couple","7.1","Good","23 October 2013","Location, near bus & tram stops
Hotel Decor, 
comfortable rooms
Breakfast choice","Not enough tea coffee in rooms
Very busy breakfast times, needed to open up more seating areas
bar prices expensive, happy hour prices - cocktails only","","Location, near bus & tram stops
Hotel Decor, 
comfortable rooms
Breakfast choice","Not enough tea coffee in rooms
Very busy breakfast times, needed to open up more seating areas
bar prices expensive, happy hour prices - cocktails only","",
"Anonymous","U.S.A.","Couple","5.4","Passable","17 October 2013","Comfortable beds","I was traveling with a group of employees, 7 rooms in total.
On 2 occasions a colleague was moved to another room, without being notified! One colleague even walked into a naked couple sleeping and all her belongings were moved. This should NEVER happen. The staff was clearly not empowered by management to provide solutions and make their customers happy. A missed opportunity, as we have just opened office in town close to this hotel and it would be a great location or our regular visits. I would think twice about having our employees, let alone our clients stay in this hotel though.","","Comfortable beds","I was traveling with a group of employees, 7 rooms in total.
On 2 occasions a colleague was moved to another room, without being notified! One colleague even walked into a naked couple sleeping and all her belongings were moved. This should NEVER happen. The staff was clearly not empowered by management to provide solutions and make their customers happy. A missed opportunity, as we have just opened office in town close to this hotel and it would be a great location or our regular visits. I would think twice about having our employees, let alone our clients stay in this hotel though.","",
"Anonymous","Australia","Couple","9.2","Superb","15 October 2013","Exceptional staff, very courteous, helpful and friendly. Good location, modern facilities, and rooms are well insulated from noise within the building (we never heard our neighbours!).","Heavy duvet and central heating which couldn't be reduced enough meant a hot sleep, even in mid-Autumn.","","Exceptional staff, very courteous, helpful and friendly. Good location, modern facilities, and rooms are well insulated from noise within the building (we never heard our neighbours!).","Heavy duvet and central heating which couldn't be reduced enough meant a hot sleep, even in mid-Autumn.","",
"Anonymous","Luxembourg","Solo traveller","8.3","Very good","30 September 2013","Room design","Cost of breakfast","","Room design","Cost of breakfast","",
"Anonymous","United Kingdom","Couple","10","Exceptional","26 September 2013","Modern design. Excellent room. Great Location.","","","Modern design. Excellent room. Great Location.","","",
"Anonymous","United Kingdom","Couple","7.5","Good","13 August 2013","attention to detail-on our last trip we loved the sound of the church bells and asked for a room on the church side of the hotel. This was available to us on our return visit.
superb!  Breakfast was varied and well presented .Reception was friendly and very welcoming- this made for a good start to the break. The hotel sits on the 14 tram route which takes you to Alexanderplatz in a few minutes so location is central","the bed was comfortable but the pillow was too soft. all down to personal preference at the end of the day and hardly a proper "complaint".Breakfast tables closer to the buffet were not cleared  and set up very quickly.It was a case of  - get your table, now go and find some cutlery and a coffee cup before you settle down as the table probably wont have any there. The breakfast staff were polite and courteous but some certainly worked harder than others.","","attention to detail-on our last trip we loved the sound of the church bells and asked for a room on the church side of the hotel. This was available to us on our return visit.
superb!  Breakfast was varied and well presented .Reception was friendly and very welcoming- this made for a good start to the break. The hotel sits on the 14 tram route which takes you to Alexanderplatz in a few minutes so location is central","the bed was comfortable but the pillow was too soft. all down to personal preference at the end of the day and hardly a proper "complaint".Breakfast tables closer to the buffet were not cleared  and set up very quickly.It was a case of  - get your table, now go and find some cutlery and a coffee cup before you settle down as the table probably wont have any there. The breakfast staff were polite and courteous but some certainly worked harder than others.","",
"Anonymous","Israel","Solo traveller","7.1","Good","25 May 2014","","","","","","",
"Anonymous","Israel","Group of friends","7.9","Good","17 March 2014","","","","","","",
"Anonymous","Israel","Group of friends","9.6","Exceptional","26 September 2013","","","","","","",
"Anonymous","United Kingdom","Couple","10","Exceptional","9 October 2014","","","","","","",
"Anonymous","Romania","Solo traveller","7.9","Good","9 October 2014","","","","","","",
"Anonymous","U.S.A.","Group of friends","7.9","Good","7 October 2014","","","","","","",
"Anonymous","Germany","Group of friends","7.5","Good","2 September 2014","","","","","","",
"Anonymous","Germany","Family","5.4","The superior rooms are great, the standard room we had this time was a great disappointment.","19 August 2014","","","","","","",
"Anonymous","Ireland","Family","8.3","Very good","18 August 2014","","","","","","",
"Anonymous","Austria","Family","9.6","Exceptional","13 August 2014","","","","","","",
"Anonymous","Belgium","Group of friends","8.3","Very good","18 July 2014","","","","","","",
"Anonymous","Lebanon","Group of friends","9.2","Superb","17 July 2014","","","","","","",
"Anonymous","Germany","Couple","8.8","Fabulous","17 July 2014","","","","","","",
"Anonymous","Iceland","Couple","9.6","Exceptional","27 May 2014","","","","","","",
"Anonymous","Norway","Couple","7.5","Good","12 May 2014","","","","","","",
"Anonymous","United Kingdom","Couple","8.8","Fabulous","30 April 2014","","","","","","",
"Anonymous","United Kingdom","Solo traveller","4.2","Disappointing","15 April 2014","","","","","","",
"Anonymous","United Kingdom","Solo traveller","8.3","Very good","19 March 2014","","","","","","",
"Anonymous","United Kingdom","Couple","8.3","Very good","18 March 2014","","","","","","",
"Anonymous","Netherlands","Solo traveller","10","Exceptional","4 March 2014","","","","","","",
"Anonymous","United Kingdom","Couple","8.8","Fabulous","26 February 2014","","","","","","",
"Anonymous","United Kingdom","Couple","9","Superb","23 February 2014","","","","","","",
"Anonymous","Poland","Couple","6.7","Pleasant","11 November 2013","","","","","","",
"Shoshana","Israel","Couple","7","Good","15 September 2014","Reception staff welcoming and try to help each Bksh.bksno room and we were told to replace. We received good recommendations guided tours in Hebrew, which were ordered for us by the & quot; representative of dealing with domestic tourism and very Nanino.arroht rich and varied breakfast.","We got a room on the 6th floor far away from the elevator, but we wanted to replace and as I mentioned before Huhlf.amnm smaller room but provides.","","הצוות בדלפק הקבלה מסביר פנים ומשתדל לעזור בכל בקשה.בקשנו להחליף חדר ונענינו. קבלנו המלצות טובות לסיורים מאורגנים בעברית אשר הוזמנו עבורנו ע"י נציג העוסק בתיירות פנים ומאוד נהנינו.ארוחת הבוקר מגוונת ועשירה.","קיבלנו חדר בקומה 6 במרחק רב מהמעלית אך ביקשנו להחליף וכמו שציינתי קודם החדר הוחלף.אמנם יותר קטן  אבל מספק.","",
"Ziv","Israel","Couple","10","Exceptional","15 September 2014","Large
Very clean
Excellent breakfast and varied
Nespresso Coffee Machine","","","חדר גדול
נקי מאד
ארוחת בוקר מצויינת ומגוונת
מכונת קפה נספרסו","","",
"Naomi","Israel","Couple","9.2","Superb","7 September 2014","The service is courteous and Iail.hmita Nohh.hnof wonderful window.
Excellent breakfast. Merger internet works well and serve us without a problem.","Open bath room unit did not work for us. Unsafe bathroom location, especially for adults.","","השרות אדיב ויעיל.המיטה נוחה.הנוף מהחלון נפלא.
ארוחת בוקר מצוינת. המיזוג עובד היטב והאינטרנט שרת אותנו ללא בעיה.","יחידת הרחצה הפתוחה לחדר לא התאימה לנו. מיקום האמבטיה לא בטיחותי ,במיוחד למבוגרים.","",
"Gal","Israel","Group of friends","10","Exceptional","2 September 2014","Very close to Alexander Platz - just walking distance.
Nice rooms, great staff that helps with what you need.
High-quality sleep","There were only adults hotel, there were almost no young","","קרוב מאד לאלכסנדר פלאץ - ממש מרחק הליכה.
אחלה חדרים, אחלה צוות שעוזר במה שצריך.
איכות שינה גבוה","היו רק מבוגרים במלון, כמעט ולא היו צעירים","",
"Raheli","Israel","Couple","10","Exceptional","17 August 2014","Also nice reception staff especially at a tourist, you may want to buy at a combined cost of the bus ticket / subway / elevated train / light rail. Excellent location, two stations (light rail every 5 minutes) from Alexanderplatz. EUR 5 discount on bus ticket at the tourist resorts lowers (recommended and comfortable). Luggage storage and the possibility to take a shower and change clothes after the check-out.Adjacent to the hotel there is an amazing park and walk inside the park restaurant. Light breakfast restaurant also has a minute walk away. Old supermarket and also a nice steakhouse 2 minute walk.","","","צוות חביב גם בקבלה ובעיקר בעמדת תיירות, מומלץ לקנות במחיר עלות כרטיס משולב לאוטובוס/ רכבת תחתית/ רכבת עילית/רכבת קלה. מיקום מצויין, 2 תחנות ( רכבת קלה כל 5 דקות) מאלכסנדרפלאץ. הנחה של 5 יורו  במלון על כרטיס לאוטובוס שמוריד בכל אתרי התיירות( מומלץ ונוח).  אחסון מזוודות ואפשרות להתקלח ולהחליף בגדים גם אחרי צ׳ק אאוט. צמוד למלון יש פארק מדהים לטייל ובתוך הפארק מסעדה. מסעדה לארוחת בוקר קלה יש גם דקה הליכה מהמלון.  סופרמארקט ומסעדת בשרים נחמדה גם 2 דקות הליכה.","","",
"Anat","Israel","Solo traveller","6.3","Pleasant","31 July 2014","A. Good morning
Upgraded room was very pleasant and","Previous room was small
Groups of Israelis at
Relatively far away from the center .. (especially when returning with shopping bags walking 15 Dkot..aio Nearest Station.","","א. בוקר טובה
חדר שודרג והיה מאוד נעים","חדר הקודם היה קטן
קבוצות של ישראלים במלון
יחסית מרוחק מהמרכז.. (במיוחד כשחוזרים עם שקיות קניות ללכת 15 דקות..איו תחנה קרובה.","",
"Inbal","Israel","Couple","9.6","Exceptional","22 July 2014","Courteous service and personal attention that helps to orient tourism consultant in the city, clean and cozy rooms","","","שירות אדיב ויחס אישי, יועצת תיירות שעוזרת להתמצא בעיר , חדרים נעימים ונקיים","","",
"Zami","Israel","Couple","9.6","Exceptional","19 July 2014","The room, staff, consultant","Expensive, breakfast not included.","","את החדר, הצוות, יועץ","מחיר יקר, ארוחת בוקר אינה כלולה.","",
"תמיר","Israel","Group of friends","8.8","Fabulous","7 July 2014","","Topic Hawaii pi (wi fi) Nahthbrot this service is very needed improvement, were several hotels in Northern Germany (nine days) and we had no problems connecting and were not required to pay for this service, it's something that upset us in your hotel, but other than that the staff were kind and welcoming and other things were good.","","","נושא הוואי פאי (wi fi ) ןההתחברות לשרות הזה מאוד טעון שיפור ,היינו בכמה בתי מלון בצפון גרמניה (תשעה ימים) ולא היו לנו בעיות התחברות ולא נדרשנו לשלם עבור השרות הזה, זה דבר שהכעיס אותנו במלונכם, אך פרט לזה הצוות אדיב ומסביר פנים וגם שאר הדברים היו טובים.","",
"gabi5555","Israel","Couple","5.5","Passable","29 June 2014","Reception Service","Cleanliness of rooms","","שירות קבלה","ניקיון החדרים","",
"Inbar","Israel","Group of friends","10","Exceptional","24 June 2014","Best hotel","","","Best hotel","","",
"Danny","Israel","Couple","9.2","Superb","3 June 2014","Feel at home","Expensive breakfast","","הרגשה ביתית","ארוחת בוקר יקרה","",
"Hagay","Israel","Family","8.3","Very good","27 April 2014","The hotel is within walking distance of 10 minutes from Alexander Platz, public transport every few minutes (tram, bus), a. Good morning, everyone finds himself (relative to Europe), there are several restaurants in the hotel (2 minutes), if the evening flight, baggage storage is possible storage room, there is a possibility Lmkhlt (hotel assigns) before flying.","","","המלון נמצא במרחק הליכה של 10 דק' מאלכסנדר פלאץ, תחבורה ציבורית כל כמה דק' (חשמלית, אוטובוס), א. בוקר טובה,שכל אחד מוצא את עצמו (ביחס לאירופה), יש כמה מסעדות בקרבת המלון (2 דק'), אם הטיסה בערב, יש אפשרות אכסון המזוודות בחדר אכסון, יש אפשרות למקחלת  (שהמלון מקצה)לפני טיסה.","","",
"דיויד","Israel","Couple","9.2","Superb","23 April 2014","Excellent location and room (including the bathroom), very comfortable. Really wanted to help the team in different areas. Option to purchase a day ticket for public transportation at cost price.","There is nothing remarkable special","","מיקום מצויין וחדר (כולל חדר אמבטיה) מאד נוח. צוות מאד רצה לעזור בתחומים שונים. אפשרות לרכוש כרטיס יומי לתחבורה ציבורית במחיר עלות במלון.","אין משהו מיוחד ראוי לציון","",
"Rotem","Israel","Couple","10","Exceptional","12 April 2014","I liked the other service except the clerk at night. Responsiveness, caring were above and beyond.","The receptionist was night when we arrived was very nice and patient with us.","","אהבתי את שאר השירות במלון מלבד אותו פקיד בלילה. ההענות, האכפתיות והדאגה היו מעל ומעבר.","היה פקיד בקבלה כשהגענו בלילה היה מאוד לא נחמד וסבלני אלינו.","",
"Tamar","Israel","Couple","7.1","Good","17 December 2013","Clean, reception staff, lobby, an explanation from a girl who was on a tour bus etc.","Maid, not the shower room equipped with what you need, when we arrived it was soap, for three days a new name, etc.","","נקיון, אנשי הקבלה, לובי, הסבר מבחורה שהייתה על אוטובוס תיירים וכו'","חדרנית, לא ציידה את החדר במקלחת במה שצריך, היה סבון כשהגענו,במשך 3 ימים לא שמה חדש, וכו'","",
"Oran","Israel","Couple","9.2","Superb","17 November 2013","The room is spacious and comfortable and clean, great hotel overall. .","There is no wireless internet in the lobby and Bhdrim- not only additional charge. It's really annoying and they want a lot of money per day. We paid once the Internet was really slow so it is not worth the price! There is a cafe next to the hotel where we ate breakfast every day and it has Wi-Fi. I recommend it. Not worth paying the price of breakfast in my opinion.The hotel is a distance 3 stations Alexander Platz tram and you can also walk it 10-15 min. I think maybe you can find a hotel closer to the Internet and at the same price.","","החדר מרווח ונוח ונקי, אחלה מלון בסך הכל. .","אין אינטרנט אלחוטי לא בלובי ולא בחדרים- רק בתוספת תשלום. זה ממש מרגיז והם רוצים הרבה כסף ליום . אנחנו שילמנו פעם אחת והאינטרנט היה איטי ממש ולכן זה לא שווה את המחיר! יש ליד המלון בית קפה שאכלנו בו ארוחת בוקר כל יום ויש בו אינטרנט אלחוטי. אני ממליצה עליו. לא שווה לשלם גם את המחיר של הארוחת בוקר לפי דעתי. המלון נמצא מרחק 3 תחנות עם הטראם מהאלכסנדר פלאץ ואפשר גם ללכת ברגל זה 10-15 דק' . אני חושבת שאולי אפשר למצוא מלונות קרובים יותר עם אינטרנט ובאותו מחיר.","",
"Uri","Israel","Solo traveller","7.1","Good","2 November 2013","Excellent staff, great service, great location of the hotel 10 minutes walk from Alexander Platz.","Internet is very bad !!! Separate shower and tub ... very small room ...","","צוות מצויין, שרות נהדר, מיקום מעולה של המלון מרחק 10 דקות הליכה מאלכסנדר פלאץ.","אינטרנט מאוד גרוע!!! מקלחון ולא אמבטיה...חדר קטן מאוד...","",
"Michael","Israel","Group of friends","5.8","Okay","29 October 2013","Visit a good meal.","Hotel Medium, Medium staff clean rooms minus considered central in location but in any event requires transportation to any location! Reception staff very mediocre and not very sympathetic! Skip recommend the hotel! Than what we have seen similar price you can get a lot more! TV depends on where it is impossible to view comfortably. Maximum Score 7.5","","ארוחת בקר טובה.","מלון בינוני, חדרים נקיים צוות בינוני מינוס, מיקום באיזור שנחשב מרכזי אך בכל מקרה מצריך תחבורה לכל מקום! צוות קבלה בינוני מאוד ולא סימפטי במיוחד! ממליץ לדלג על המלון!ממה שראינו במחיר דומה ניתן לקבל הרבה יותר! טלויזיה תלויה במקום שאי אפשר לצפות בנוחות. מקסימום ציון 7.5","",
"עמית","Israel","Couple","9.6","Exceptional","10 October 2013","Excellent service
Varied breakfasts
Possibility to organize the flight after check-out","","","שירות מצויין
ארוחות בוקר מגוונות
אפשרות להתארגן לטיסה גם לאחר צ'ק אאוט","","",
"Iris","Israel","Group of friends","7.5","Good","4 October 2013","Great breakfast. Spacious shower. Beds and pillows very comfortable. Super 3-minute walk away. We participated in the Berlin Marathon and the hotel was made for the marathon with a very early breakfast and handed out water, bananas and energy bars before heading out for the day.","The main disadvantage is that there is no free internet in rooms. Near the hotel there are only a tram and subway. Forcing always go with the tram up to the point where rail and replace.","","אחלה ארוחת בוקר. מקלחת מרווחת. מיטות וכריות נוחות מאוד. סופר במרחק 3 דקות הליכה. השתתפנו במרתון ברלין והמלון נערך לקראת המרתון עם ארוחת בוקר מוקדמת במיוחד וחילקו מים, בננות וחטיפי אנרגיה לפני היציאה באותו יום.","החסרון העיקרי הוא שאין אינטרנט חינם בחדרים.  ליד המלון יש רק טראם ולא רכבת תחתית. מה שמאלץ תמיד לנסוע עם הטראם עד לנקודת רכבת ולהחליף שם.","",
"Michael","Israel","Couple","8.8","Fabulous","27 September 2013","The rooms are very quiet interior
Very close to lines 200 m4
Comfortable bed","Another air conditioner must run too hot","","החדרים הפנימיים מאד שקטים
קרוב מאד לקווים 200 m4
מיטה נוחה","חייבים להפעיל מזגן אחרת חם מדי","",
"Keren","Israel","Couple","9.6","Exceptional","5 September 2013","Excellent location, right next to the tram that comes every 4 minutes on into Alexanderplatz (in tram fare is less than 3 min) which makes the suspension more calm and quiet.
Staff was very nice and they all spoke very good English.
Htzhair was very fair and we got a room upgrade.
The hotel was right next to the supermarket which is very convenient.","The price for the wifi was really overpriced.","","מיקום מעולה, ממש ליד הtram שמגיעה כל 4 דק לכיון אלכסנדרפלאץ (הנסיעה בtram היא פחות מ3 דק) מה שעושה את השהיה רגועה ושקטה יותר.
הצוות היה מאוד נחמד וכולם דברו אנגלית טובה מאוד.
הצחיר היה מאוד הוגן ואף קיבלנו שדרוג לחדר.
ממש ליד המלון היה סופר מרקט וזה מאוד נוח.","המחיר על הwifi היה ממש מופקע.","",
"Lior","Israel","Couple","10","Exceptional","5 September 2013","Comfortable and spacious room, air condition fully working and hot water all the time.","The room was close to and far from the road so there is noise (if the window is open)","","החדר נוח ומרווח, המיזוג אוויר עובד בצורה מלאה ויש מים חמים כל הזמן.","החדר היה קרוב ובסמוך לכביש ועל כן יש רעש (אם החלון פתוח)","",
"Yana","Israel","Family","10","Exceptional","22 August 2013","","The room was not ready at 12: 00","","","החדר לא היה מוכן ב-12:00","",
"Paul","Netherlands","Couple","9.6","Exceptional","12 October 2014","Excellent room, new bathroom clean tidy too. Kettle in room","Nothing","","Prima kamer, nieuw schoon netjes ook badkamer. Waterkoker op kamer","Niets","",
"Alexander","Germany","Group of friends","8.3","Very good","11 October 2014","Location, breakfast, 24 hour check-in facility, luggage service","nothing","","Lage, Frühstück, 24 Std-Check-In-Möglichkeit, Kofferservice","nichts","",
