"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"max93","Italy","Couple","10","Piacevole sorpresa","11 August 2014","The cleanliness, the friendliness of the staff, secondary entrance at night, spacious room, decor, close to the metro and the zoo","Nothing","","La pulizia, la cordialita dello staff, entrata secondaria notturna, camera spaziosa, arredamento, vicino alla metro e allo zoo","Nulla","",
"Kees","Netherlands","Family","8.3","Very good","10 August 2014","neat, modern room, very clean, close to S-Bahn, parking under hotel also fine","","","keurige, moderne kamer, heel schoon, dicht bij S-bahn, parkeren onder hotel ook prima","","",
"Marie","Germany","Couple","7.1","Schoenes Hotelzimmer, ziemlich zentral","10 August 2014","It was a nice room, a bit small but therefore with balcony. The supposedly noisy trains at night I have not heard.","It was quite small as I have said and the cleaners came partly at 7 - 7:30 in the morning but what has already annoyed otherwise I liked everything.","","Es war ein schoenes Zimmer, zwar etwas klein aber dafuer mit balkon. Die angeblich lauten Zuege habe ich nachts nicht gehoert.","Es war ziemlich klein wie schon gesagt und die Putzfrauen kamen teilweise schon um 7 - halb 8 morgens was schon genervt hat aber ansonsten hat mir alles gefallen.","",
"Anita","Belgium","Couple","7.1","Good","9 August 2014","room
Breakfast
spacious bathroom
central location","sound of railway
carpet
room with bath asked not gotten
dirty antiquated lift","","kamer
ontbijt
ruime badkamer
centrale ligging","geluid van spoorweg
vast tapijt
kamer met bad gevraagd, niet gekregen
vuile verouderde lift","",
"T.l.","Netherlands","Couple","7.5","Good","9 August 2014","","One day there was no hot water","","","Een dag was er geen warm water","",
"Yang","Germany","Family","10","Alleys super,","8 August 2014","Site ok take","","","Nett ok take","","",
"Dariia","Russia","Solo traveller","8.8","Fabulous","8 August 2014","Design","The room was not working wifi","","Дизайн","В номере не работал wifi","",
"Carlos","Sweden","Couple","7.9","Finare på insidan än utsidan","7 August 2014","The rooms were newly renovated and it felt like we got a lot of money.
Easy to park the car in the yard - for a fee","Breakfast + hotel parking could have been included in the room rate","","Rummen var nyrenoverade och fräscha och det kändes som att vi fick mycket för pengarna. 
Enkelt att parkera bilen på gården - mot betalning","Frukost+hotellparkering kunde varit inkluderad i rumspriset","",
"Gabriela","Germany","Family","8.8","Super Hotel","5 August 2014","the proximity to the center","a window could not be complet close, thereby have loud noises gestörrt by the S-Bahn to sleep","","die nähe zum Zentrum","ein Fenster ließ sich nicht komplet schliessen, dadurch haben laute Geräusche durch die S-Bahn den Schlaf gestörrt","",
"Jessica","Germany","Couple","10","Einfach Klasse, immer wieder gerne","3 August 2014","The staff was super friendly, courteous and witty, The rooms were top, terms of size perfectly adequate for two. Everything was clean and tidy. The breakfast buffet had a great selection, everything was fresh and when there was nothing there was placed immediately after. The price was also perfect Okay","","","Das Personal war super freundlich, zuvorkommend und witzig, Die Zimmer waren Top, von der größe her für zwei völlig ausreichend. Alles war sauber und ordentlich. Das Frühstücksbuffet bot eine große Auswahl, alles war frisch und wenn nichts mehr da war wurde sofort nach gelegt. Der Preis war auch vollkommen Okay","","",
"Sjors","Netherlands","Couple","7.9","Good","30 July 2014","Super nice room and hotel. Nice, helpful people who spoke good English. A really good hotel.","The train next to the hotel and the location of the center","","Super mooie kamer en hotel. Aardige, behulpzame mensen die goed engels spraken. Echt een heel goed hotel.","De trein naast het hotel en de ligging uit het centrum","",
"Kamil","Poland","Couple","10","Bardzo pozytywnie zaskoczeni","29 July 2014","A good price very good conditions, room air-conditioned, comfortable and large bed, wardrobe with hangers and a large mirror, fridge, TV and safe. Everything seemed to be new, neat and clean.","One thing to which we could attach the shower, which was without a shower and curtains of material.","","W dobrej cenie bardzo dobre warunki, pokój klimatyzowany, wygodne i duże łóżko, szafa z wieszakami i dużym lustrem, lodówka, tv i sejf. Wszystko wydawało się być nowe, zadbane i czyste.","Jedna rzecz do której moglibyśmy się przyczepić to prysznic, który był bez brodzika i z zasłonami z materiału .","",
"Maria","Spain","Couple","6.3","JULIO","29 July 2014","The bed very comfortable. The Right Price","Our visit was in July, a few days of much calor.El air conditioning did not work, had to open the windows and it was impossible to sleep with the noise of passing trains 50 meters from the hotel. The bathroom has very little privacy","","La cama muy cómoda. El precio  justo","Nuestra visita fue en julio,en unos días de mucha calor.El aire acondicionado no funcionaba , tuvimos que abrir las ventanas y era imposible dormir con el ruido de los trenes que pasan a 50 metros del hotel. El baño tiene muy poca intimidad","",
"Jessica","Spain","Couple","7.9","Good","27 July 2014","The room and location were great value at the price.
The staff (especially the guy in the night) was quite friendly.","They were spoiling the heater and 3 of the 5 days without hot water, and not even apologetic about it. Also one day we fixed the room as only half.","","La habitación y la ubicación estaban muy bien en relación al precio.
El personal (sobretodo el chico de la noche) era bastante amable.","Se les estropeo el calentador y estuvimos 3 de los 5 días sin agua caliente, y ni si quiera se disculparon por ello. Además un día nos arreglaron la habitación tan sólo a medias.","",
"Ekkard","Germany","Couple","7.5","Good","26 July 2014","quiet convenient location, pleasing, modern bathroom, extensive breakfast buffet, on-site parking,
Value","occurs to me nothing","","ruhige günstige Lage, ansprechende Einrichtung,modernes Bad, vielseitiges Frühstücksbüffet, Parkplätze am Haus,
Preis-Leistungsverhältnis","fällt mir nichts ein","",
"Hannelore","Germany","Family","5.4","nicht Behindert gerecht","25 July 2014","","the debiting of your account 14 days prior to arrival","","","die Belastung  des Kontos 14 tage vor Ankunft","",
"Nikita","Russia","Couple","10","нам все очень понравилось","24 July 2014","attitude of the staff worked fine Wi-Fi in the room, very cheerful breakfast (on weekends with wine), very clean, bright room","for someone to be a surprise glass door to the bath / toilet and the fact that she only 1 and sounds clearly audible in the room (for us it was fine)","","отношение персонала, хорошо работал Wi-Fi в номере, очень бодрый завтрак (в выходные с вином), очень чисто, светлый номер","для кого-то будет сюрприз стеклянная дверь в ванну/туалет и то что она всего 1 и звуки хорошо слышны в номере (для нас было нормально)","",
"Ballestra","Italy","Couple","8.3","Very good","24 July 2014","The proximity to public transportation
The optimal price","It 'happened that one day they have redone the room","","La vicinanza ai mezzi pubblici
Il prezzo ottimo","E' capitato che un giorno non abbiano rifatto la stanza","",
"Laura","Netherlands","Group of friends","6.7","Pleasant","21 July 2014","For 40 euros per night this hotel was very good. It lay just outside the center of Berlin, but with the S-Bahn was only 10 minutes from there. The beds were good and the room was fine.","The bathroom was apart as the door to the shower was the same as for the toilet. The shower is of frosted glass and you are visible to anyone who looks into the room, so you have to keep in mind here with whom you travel.","","Voor 40 euro per nacht was dit hotel erg goed. Het lag net buiten het centrum van Berlijn, maar met de S-Bahn was het maar 10 minuutjes ervandaan. De bedden waren goed en de kamer was prima.","De badkamer was apart aangezien de deur voor de douch dezelfde was als voor de wc. De douche is van matglas en je bent zichtbaar voor iedereen die in de kamer ziet, dus je moet hier wel rekening mee houden met wie je reist.","",
"Sven","Germany","Couple","8.3","Very good","17 July 2014","Offenes Bad","From the outside the building ore is put off - but in this case mistaken first impressions!","","Offenes Bad","Von außen ist das Gebäude ehr abschrecken - aber in diesem Fall täuschte der erste Eindruck!","",
"Daniele","Italy","Couple","9.6","Exceptional","17 July 2014","Great location for the line sa 150 meters and the room really pretty.","Nothing","","Ottimo per posizione la linea s a 150 mt e la camera veramente carina .","Niente","",
"Jörg","Germany","Solo traveller","7.5","Super Hotel direkt an Bahnlinie","16 July 2014","Location, facilities, friendliness","Window in my room connected not dense-thus quite noisy. A colleague in the next room did not have this problem.","","Lage, Ausstattung, Freundlichkeit","Fenster in meinem Zimmer schlossen nicht dicht-dadurch recht laut. Ein Kollege im Nachbarzimmer hatte dieses Problem nicht.","",
"Heinrich","Germany","Couple","9.2","Sehr Kundenfreundlich","14 July 2014","Very Nice and friendly staff,
very clean and modern accommodation,
love to go back","Mattress had Kuhle","","Sehr Nette und freundliche Bedienung,
sehr sauber und moderne Unterkunft,
sehr gerne wieder","Matratze hatte Kuhle","",
"Heidi","Italy","Solo traveller","7.5","Good","14 July 2014","Comfortable rooms have just been refurbished. Proximity of S1 to move to Potsdam.","Breakfast deficient for the asking price, entry to the rooms other than the one for the reception, so no lifeguard and then (unfortunately) free access for thieves.","","Camere confortevoli appena ristrutturate. Vicinanza della S1 per muoversi verso Potsdam.","Colazione carente per il prezzo richiesto, entrata per le camere diversa da quella per la reception, quindi non sorvegliata e quindi (purtroppo) libero accesso anche per i ladri.","",
"Sarah","Germany","Couple","9.2","Superb","14 July 2014","Great location for a city break","Noise by S-Bahn traffic","","Super Lage für ein Städtetrip","Lärm durch S-Bahn Verkehr","",
"Morten","Denmark","Family","6.7","Centralt i Charlottenburg","13 July 2014","Fine parking.","WiFi only intermittently available on the higher floors.","","Fine parkeringsmuligheder.","WiFi kun periodisk tilgængelig på de højere etager.","",
"Ludy","Netherlands","Family","7.5","Good","13 July 2014","* Good location. S-bahn 2 min walk and the U-bahn 8 min walk
* Our room was clean, modern, air conditioned.
* Good beds
* No noise
* Friendly staff","* If I had to name something I found the chairs and sofa in the bar did not sit comfortably.
This would not deter me again to go to this hotel.","","* goede ligging. de S-bahn op 2 min lopen en de U- bahn op 8 min lopen
* onze kamer was schoon, modern ingericht, voorzien van airco.
* goede bedden
* geen geluidsoverlast 
* vriendelijk personeel","* Als ik iets op zou moeten noemen vond ik de stoelen en bank in de bar niet comfortabel zitten. 
Dit zou mij overigens niet weerhouden om nogmaals naar dit hotel te gaan.","",
"Roswitha","Germany","Solo traveller","5.4","Passable","9 July 2014","","The room was too loud for me","","","Das Zimmer war mir zu laut","",
"Boiko","Ukraine","Couple","9.2","Отель цена-качество","9 July 2014","The room is very cozy, clean like a transparent shower))) Friendly staff, great location.","Of the minuses can be noted just how Wi-Fi, or rather it is almost absent, and when he worked, the speed is not pleased (","","В комнате очень уютно, чисто понравился прозрачный душ))) Приветливый персонал, отличное расположение.","Из минусов могу отметить только ужасный Wi-Fi, точнее он почти отсутствовал, а когда и работал, то скорость совсем не радовала(","",
"Stefan","Germany","Family","7.9","Alles in Ordnung","9 July 2014","friendly staff, good location, clean accommodation.","","","freundliches Personal, gute Lage, saubere Unterkunft.","","",
"Luca","Italy","Couple","8.3","Perfetto per qualche giorno a Berlino","8 July 2014","the hotel is a little off-center, berlin area, but there is a bus stop right in front of the S Bahn Savignyplatz then you can reach any place in a short time. The area is full of pubs, bars and restaurants, especially ethnic.
The rooms are clean and comfortable, as well as the bathroom, a bit spartan supply of toiletries, but the essential is there.
I have not tried the breakfast, because an expensive, 10 euro, but just around the corner there is a bakery very pretty.
The staff is friendly and helpful information or otherwise.
The value for money is great, we stayed for 50 euro per night.
Advised","The only problem may be the fact that the bathroom door is glass mat, and does not reach the ceiling, so if you are not traveling with family privacy can be an issue.
Maybe it can be a bit noisy because the train passes very close to me, however, does not have bothered.
 The wi fi in the rooms there, but only in the lobby.","","l'hotel è un pò decentrato, zona zoo di berlino, ma proprio davanti c'è la fermata della S Bahn Savignyplatz quindi si raggiunge qualsiasi posto in poco tempo. La zona è ricca di locali, bar e ristoranti, soprattutto etnici.
Le stanze sono pulite e confortevoli, cosi come il bagno, un pò spartana la fornitura di prodotti da bagno, ma l'indispensabile c'è. 
Non ho provato la colazione, perchè un pò costosa, 10 euro, ma proprio dietro l'angolo c'è una panetteria molto carina.
Il personale è gentile e disponibile per informazioni o altro. 
Il rapporto qualità-prezzo è ottimo, noi abbiamo soggiornato per 50 euro a notte.
Consigliato","Unico problema può essere il fatto che la porta del bagno sia di vetro opaco, e non arriva al soffitto, pertanto se non si viaggia in coppia la privacy può essere un problema.
Forse può risultare un pò rumoroso perchè il treno passa molto vicino, a me comunque non ha dato noia.
 Il wi fi non c'è nelle stanze, ma solo nella hall.","",
"Rulan","Russia","Group of friends","10","Exceptional","5 July 2014","Zoo Station by bus to a nearby easy transfer to various attractions, bathroom some problems, the staff was very patient to solve the","European hotel check-in time than later, this is no way to do","","坐公交到动物园站附近转车去各个景点都很方便，浴室门有些问题，员工非常耐心给解决了","欧洲宾馆入住时间都比较晚，这也是没办法的事","",
"Jörg","Germany","Family","8.8","gut und günstig, super Lage","1 July 2014","The hotel is very well located and the value for money excellent!","","","Das Hotel ist sehr gut gelegen und das Preis-Leistungs-Verhältnis hervorragend!","","",
"Ewart","Netherlands","Couple","9.2","Superb","1 July 2014","service
spacious room
clean
parking garage","wifi is only in the central hall and not in the room.
in West Berlin, next time I would go to East Berlin, because there is more to do.","","service
ruime kamer
schoon
parkeren in garage","wifi is alleen in centrale hal en niet op de kamer.
in West Berlijn, volgende keer zou ik naar Oost Berlijn gaan omdat daar meer te doen is.","",
"Sabine","Germany","Solo traveller","7.5","Good","1 July 2014","","nothing","","","nichts","",
"Hans-leonard","Germany","Couple","10","Exceptional","24 June 2014","Fast alles.","Better noise insulating windows would be good.","","Fast alles.","Besser lärmisolierende Fenster wären gut.","",
"Luca","Spain","Solo traveller","5.8","Okay","24 June 2014","The position","","","La posizione","","",
"Nikolaos","Greece","Couple","7.1","Good","23 June 2014","1) the price in relation to quality and 2) the central location","1) and the high frequency noise from passing trains,
2) the location of the bathroom in room","","1) η τιμή σε σχέση  με την ποιότητα και 2) η κεντρική θέση του ξενοδοχείου","1) ο μεγάλος και συχνότατος θόρυβος από τα διερχομενα τραίνα,
2) η θέση του μπάνιου στο δωμάτιο","",
"Matteo","Germany","Couple","10","Exceptional","21 June 2014","A Perfect Hotel","nothing","","Un Hotel Perfetto","nulla","",
"Timo","Finland","Group of friends","8.8","Fabulous","18 June 2014","Breakfast was really good and luxurious.","","","Aamupala oli todella hyvä ja ylellinen.","","",
"Eleni","Greece","Couple","7.1","Good","17 June 2014","Helpful, friendly staff! clean room with daily cleaning
the room!","10 minutes walk from the subway! EXACTLY the train passes near the
window and heard enough!","","εξυπηρετικό,φιλικό προσωπικό!καθαρό δωμάτιο με καθημερινο καθάρισμα
του δωματίου!","10 λεπτά περπατημα από το subway!το τρένο περνάει ακριβωσ δίπλα από το
παράθυρο και ακούγεται αρκετά!","",
"Alexander","Germany","Couple","8.8","Fabulous","17 June 2014","Great value for money, great location, sensational Spaniard next door.","Ok, you can hear the track, but that did not bother us.","","Tolles Preis Leistungsverhältnis, tolle Lage, sensationeller Spanier nebenan.","Ok, man hört die Bahn, aber das hat uns nicht weiter gestört.","",
"Nico","Germany","Couple","9.6","Exceptional","16 June 2014","Great location (central but quiet), great modern room!","","","Prima Lage (zentral und trotzdem ruhig), tolle moderne Zimmer!","","",
"Alexander","Germany","Couple","7.5","Good","15 June 2014","It what a pleasant stay we will be back","No own door from the bathroom to the room","","Es was ein angenehmer Aufenthalt wir werden wieder kommen","Keine eigene Tür vom Bad zum zimmer","",
"Rebecca","Germany","Group of friends","6.3","Pleasant","14 June 2014","+ Top Location
+ Max. 5-minute walk from train station
+ When we complained staff usually responds immediately","on closer inspection, you could see that was only superficially cleaned (dust, scrap of paper behind bedside tables etc. that was not permanently installed)
- Lint on linen (not serious, but were there)
- Second smart card only worked in the lobby, but could not open the room door so","","+ Top Lage
+ max. 5 Gehminuten von Bahnhaltestelle entfernt
+ bei Reklamation hat Personal meist sofort reagiert"," bei genauerem Hinsehen, konnte man sehen, dass nur oberflächlich geputzt wurde (Staub, Papierchen etc. hinter Nachttischchen das nicht fest installiert war) 
- Flusen auf Bettwäsche (nicht gravierend, waren aber da)
- zweite Chipkarte funktionierte nur im Eingangsbereich, konnte aber nicht die Zimmertüre damit öffnen","",
"Hermann","Austria","Couple","7.9","Good","14 June 2014","Very good breakfast, pleasant air conditioning","That the door to the toilet every time you open crackled loudly","","Sehr gutes Frühstück, angenehme Klimaanlage","Dass die Tür zum WC bei jedem Öffnen laut knackte","",
"Thomas","Germany","Couple","7.1","Good","13 June 2014","The location surrounded by nice restaurants and good access to both buses and trains.","The volume of the nearby railway tracks with the windows open.","","Die Lage inmitten von netten Lokalen und der gute Anschluss an Bus und Bahn.","Die Lautstärke der nahen Bahngleise bei geöffneten Fenster.","",
"Sylvia","Germany","Couple","6.3","Pleasant","11 June 2014","","very loud! so I would not stay there again, although location is good","","","sehr laut! daher würde ich nicht nochmals dort übernachten, obwohl Lage gut ist","",
"Isabella","Germany","Group of friends","7.1","Good","10 June 2014","","It was not mentioned again on the spot that the car park is 8 euros. This could have been quietly mention again at the key issue. As surely have some people like us, booked months in advance and then it no longer knew the spot.","","","Man wurde vor Ort nicht noch einmal darauf hingewiesen, dass der Parkplatz 8 Euro kostet. Dies hätte man bei der Schlüsselausgabe ruhig nochmal erwähnen können. Da sicher einige Leute wie wir, Monate im voraus gebucht haben und dies dann vor Ort nicht mehr wussten.","",
"Tomasz","Germany","Couple","7.5","Good","10 June 2014","Location, Equipment Room","Bed too soft, railway line next to it","","Lage, Ausstatung des Zimmers","Bett zu weich, Bahn linie direkt daneben","",
"Raffaele","Italy","Couple","7.1","Good","8 June 2014","The position","The bathroom was an integral part of the bedroom.","","La posizione","Il bagno era parte integrante della camera da letto.","",
"Nick","Germany","Solo traveller","8.8","Fabulous","5 June 2014","Clean hotel, nice new features / room","Right on the sbahn (but with soundproof window)","","Sauberes Hotel, neue schöne Ausstattung / Zimmer","Direkt an der sbahn (Fenster allerdings mit Schallschutz)","",
"Peter","Germany","Couple","7.9","Good","4 June 2014","The Hugo was delicious are very nice service! Well at breakfast we were served very nicely","","","Der Hugo war sehr lecker sehr nette Bedienung !auch  beim Frühstück sind wir sehr nett bedient wurden","","",
"Nina","Denmark","Group of friends","7.9","Good","3 June 2014","Typical provincial
Friendly staff
Fine breakfast buffet","","","Central belligenhed
Venligt personale
Fin morgenbuffet","","",
"Robert","France","Couple","9.6","Exceptional","31 May 2014","very welcome. Establishment own","Metro line near","","très bon accueil. Etablissement propres","la ligne de métro à proximité","",
"Anette","Germany","Couple","8.8","Fabulous","31 May 2014","great modern bathroom, ideal location and great price","with the windows open can be heard very loudly the S-Bahn","","tolles modernes Bad, ideale Lage und super Preis","bei offenem Fenster ist die S-Bahn sehr laut zu hören","",
"Munther","Denmark","Couple","6.7","Pleasant","31 May 2014","Staff is so good","Bath room is open to the bedroom and there is no peace because of many riders took all the time","","Staff er så godt","Bad værelse er open til soveværelse og der er ikke ro på grund af mange kørere tog hele tiden","",
"Beat","Switzerland","Group of friends","10","Exceptional","31 May 2014","This was my second time at this hotel and the first impression was confirmed. Very friendly and competent staff. Clean and spacious rooms.
The location is also very good. This hotel I will book in the future for my travels to Berlin.","I really have nothing negative to report.","","Ich war das zweite Mal in diesem Hotel und der erste Eindruck hat sich bestätigt. Sehr freundliches und kompetentes Personal. Saubere und grosszügige Zimmer. 
Auch die Lage ist sehr gut. Dieses Hotel werde ich zukünftig für meine Reisen nach Berlin buchen.","Ich habe wirklich nichts negatives zu berichten.","",
"Bernd","Germany","Couple","6.7","Pleasant","30 May 2014","Location","Cleanliness, structural condition","","Lage","Sauberkeit, Baulicher Zustand","",
"Giovanna","Germany","Family","7.5","Good","29 May 2014","the situation from the outside did not look so good","","","die Lage von aussen sah nicht so gut aus","","",
"Pekka","Finland","Couple","7.9","Good","27 May 2014","Very helpful and friendly staff.
Hotel location excellent.
A rich and tasty breakfast.","","","Erittäin palvelualtis ja ystävällinen henkilökunta.
Hotellin sijainti erinomainen.
Runsas ja maukas aamiainen.","","",
"Olga","Germany","Group of friends","9.2","Superb","23 May 2014","very friendly staff! central location, the breakfast was delicious!","nothing","","sehr freundliches Personal! zentrale Lage, das Früstück war lecker!","nichts","",
"Svitlana","Denmark","Couple","9.2","Superb","23 May 2014","Very friendly staff, super comfort and design, everything as it should be","nothing","","Meget venlige personale, super komfort og design, alt som det skal være","ingen ting","",
"Robert","Netherlands","Couple","7.5","Good","22 May 2014","The hygiene!","Nothing","","De hygiene!","Niets","",
"Ulla","Finland","Couple","7.5","Good","20 May 2014","","Elevator does not always work out.","","","Hissi ei aina toiminut.","",
"Karin","Germany","Couple","8.8","Fabulous","19 May 2014","Cleanliness, location, convenient parking","","","Sauberkeit, Lage, günstiger Parkplatz","","",
"Tim","Netherlands","Couple","7.9","Good","19 May 2014","Friendly staff and excellent location.","Bathroom attached to room. Little privacy when using the toilet.","","Vriendelijk personeel en uitstekende ligging.","Badkamer aangesloten op kamer. Weinig privacy bij toiletgebruik.","",
"Alexandra","Germany","Couple","8.8","Fabulous","16 May 2014","","Extra payable parking fee of 8 € per day !!","","","Extra zu zahlende Parkgebühr von 8€ pro Tag!!","",
"Uwe","Germany","Couple","8.3","Very good","15 May 2014","Friendly staff.
Central location
Value for money is optimally","The windows must remain closed at night so as not to hear the S-Bahn operation.","","Freundliches Personal.
Zentrale Lage
Preis-Leistungs Verhältnis ist optimal","Die Fenster müssen nachts geschlossen bleiben, um den S-Bahn Betrieb nicht zu hören.","",
"Christian","Austria","Couple","9.6","Exceptional","15 May 2014","Top location for Ku'damm, unbeatable price, underground parking for just 8 €, very friendly and not intrusive staff, for a city stay full Coming sufficient room size with modern amenities, commuter rail station street corner ... a further","","","Toplage zum Ku'damm, unschlagbarer Preis,Tiefgaragenstellplatz für nur 8€,sehr freundliches und nicht aufdringliches Personal,für einen Großstadtaufenthalt vollkommend ausreichende Zimmergröße mit moderner Ausstattung,S-Bahnstation eine Straßenecke weiter...","","",
"Wulf","Germany","Group of friends","7.9","Good","14 May 2014","Super Personal !","The remote control was a joke --wurde often criticized, but does not seem to care! Ordered underground parking space, there was only during the second demand!","","Super Personal !","Die Fernbedienung war ein Witz --wurde schon oft bemängelt , scheint aber nicht zu interessieren ! Bestellten Tiefgaragenplatz gab es erst bei der zweiten Nachfrage !","",
"Rachporn","Netherlands","Solo traveller","7.5","Good","13 May 2014","","sound train. Too much noise.","","","geluid trein. Te veel lawaai.","",
"Katja","Germany","Couple","7.5","Good","13 May 2014","","We had to pay for parking extra-","","","Das wir den Parkplatz extra bezahlen mußten","",
"Andrey","Russia","Couple","8.8","Fabulous","9 May 2014","Clean, comfortable interior, polite staff, parking in the hotel courtyard (prebook place), great breakfasts (huge selection of salads, cold cuts of meat and cheeses, fruits, sweets, drinks, even the wine was). Nearby is the w / d the way, in the afternoon heard, but did not stop at night. Bathroom originally separated from the room by a partition matte.","Wi-Fi was not in the room on the 1st floor, or at the reception.
Up to the underground 15 minutes on foot.","","Чистота, уютный интерьер, вежливый персонал, парковка во дворе отеля(предварительно заказывали место), отличные завтраки (огромный выбор салатов, нарезок мясных и сыров,фруктов, сладкого,напитков, даже вино было). Рядом проходит ж/д путь, днем слышно, но ночью не мешало. Ванная комната оригинально отделена от комнаты матовой перегородкой.","Wi-Fi не было ни в номере на 1 этаже, ни на ресепшене. 
До метро минут 15 пешком.","",
"Hana","Czech Republic","Couple","9.6","Exceptional","6 May 2014","Nearby street Kurfürstendamm, excellent accessibility by public transport, modern design rooms, delicious breakfast.","WIFI was not in the room, only in the common areas.","","Nedaleko ulice Kurfürstendamm, výborná dostupnost městskou dopravou, moderní design pokoje, výborné snídaně.","WIFI nebylo na pokoji, pouze ve společných prostorách.","",
"Tatyana","Russia","Couple","9.6","Exceptional","6 May 2014","Great location! Excellent underground parking! Friendly staff.","The noise from the railway, but it's not really hurt us. Wi-fi only in the lobby.","","Отличное расположение! Отличная подземная парковка! Доброжелательный персонал.","Шум от железной дороги, но это не особо нам мешало. Wi-fi только в лобби.","",
"Ilya","Russia","Couple","9.2","Superb","5 May 2014","Convenient location to Kudama 10 minutes. Availability of parking in the yard. Many restaurants and cafes nearby, a great Spanish restaurant next door. Despite the passing near the railroad noise does not bother me, good sound insulation. The original solution of the rank. node, but not everyone may like, consider this when making your reservation.","It would be nice to extend the wi-fi to all rooms.","","Удобное расположение, до КуДам 10 минут пешком. Наличие парковки во дворе. Масса ресторанов и кафе поблизости, отличный испанский ресторан в соседнем доме. Несмотря на проходящую рядом железную дорогу шум совсем не мешает, хорошая звукоизоляция. Оригинальное решение сан. узла, но не всем может понравиться, учитывайте это при бронировании.","Хорошо бы распространить wi-fi на все номера.","",
"Uwe","Germany","Solo traveller","7.5","Good","2 May 2014","The local location is very good. The proximity of the S-Bahn line, I do not find disturbing. The staff is very friendly and pleasant atmosphere. The rooms are very well equipped. The breakfast buffet is beautifully presented, very rich and good.","The air conditioning in the room was broken and I could not use them. Although the room was clean, but the carpet stained.","","Die örtliche Lage ist sehr gut. Die Nähe der S-Bahn-Linie empfand ich nicht als störend. Das Personal ist sehr freundlich und die Atmosphäre angenehm. Die Zimmer sind sehr gut ausgestattet. Das Frühstücksbuffett ist schön angerichtet, sehr reichhaltig und gut.","Die Klimaanlage im Zimmer war defekt und ich konnte sie nicht nutzen. Das Zimmer war zwar sauber, der Teppich allerdings fleckig.","",
"Bianca","Germany","Group of friends","7.9","Good","29 April 2014","The friendly atmosphere and the very nice and courteous staff !!!!
At the hotel we were able to rent bikes, which was great.
The location of the hotel is generally good.","We had a & quot; quiet & quot; Room rearmost room facing the courtyard. Still, it was very loud and we could not sleep well. The earplugs have brought nothing. Pity.","","Das freundliche Ambiente und das überaus nette und zuvorkommende Personal!!!!
Im Hotel konnten wir Fahrräder leihen, das war super.
Die Lage des HOtels ist grundsätzlich gut.","Wir hatten ein "leises" Zimmer hinterstes Zimmer, Richtung Innenhof. Trotzdem war es sehr laut und wir konnten nicht gut schlafen. Auch die Ohropax haben nichts gebracht. Schade.","",
"Birgit","Germany","Couple","7.9","Good","29 April 2014","","Location of the room; Street u. Proximity to the railway","","","Lage des Zimmers; Straßenseite u. Nähe zur Bahn","",
"Alexandra","Germany","Couple","8.8","Fabulous","28 April 2014","Very friendly staff, clean and timely furnished room, aussreichend security parking, 2min to the S-BAHN.
I found the bathroom with frosted glass cool and the web has bothered me maybe.","Carpeting throughout the hotel and guest rooms.","","Sehr freundliches Personal, sauberes und zeitgerecht eingerichtetes Zimmer,aussreichend gesicherte Parkplätze, 2min bis zur S-BAHN.
Ich fand das Bad mit Milchglass cool und die Bahn hat mich icht gestört.","Teppichboden im ganzen Hotel und den Zimmern.","",
"Michaela","Germany","Couple","6.3","Pleasant","27 April 2014","","We had requested a quiet room. Call was assured that you would not hear anything from the web, so because of the remote rooms are elected. The now agreed not: Whoever wishes for peace, is not the place !!!","","","Wir hatten ein ruhiges Zimmer erbeten. Telefonisch wurde zugesichert, dass man von der Bahn nichts hören würde, so denn Zimmer der abgelegenen Seite gewählt werden. Das stimmte nun überhaupt nicht: Wer also Ruhe wünscht, ist hier fehl am Platze!!!","",
"Helmut","Austria","Couple","9.2","Superb","26 April 2014","Spacious rooms, all modern and in good condition, nice bathroom, very friendly staff","located directly on the S-Bahn, windows are well insulated, but you still hear the trains go past quietly. If you are sensitive to something, perhaps rather not.
WLAN unfortunately only in the lobby","","Großzügiges Zimmer, alles modern und in gutem Zustand, schönes Bad, sehr freundliches Personal","liegt direkt an der S-Bahn, Fenster sind gut isoliert, aber man hört trotzdem noch leise die Züge vorbei fahren. Wenn man sensibel auf so etwas ist, vielleicht lieber nicht.
WLAN leider nur in der Lobby","",
"Florian","Germany","Couple","6.3","Pleasant","23 April 2014","","Line DIRECTLY at the Hotel.
No enclosed bathroom area! Noises from the bathroom are ALL in the room perceptible !!!","","","Bahnlinie DIREKT am Hotel.
Kein abgeschlossener Badbereich! Geräusche aus dem Bad sind ALLE im Zimmer wahrnehmbar!!!","",
"Peter","Germany","Couple","9.2","Superb","22 April 2014","Very good breakfast. Attentive staff. All the best.","","","Sehr gutes Frühstück. Aufmerksames Personal. Alles bestens.","","",
"Vasilyeva","Russia","Group of friends","8.3","Very good","20 April 2014","Location zavtraki, number","","","Местоположение, завтраки, номер","","",
"Irene","Italy","Couple","10","Exceptional","19 April 2014","Hotel very clean, large and bright rooms, friendly staff, located close to the train station so easy to reach !!!","","","Hotel molto pulito, stanze grandi e luminose, personale cordiale, posizionato vicino alla stazione dei treni perciò comodo da raggiungere!!!","","",
